"player_name","season","draft_year","status"
Brandon Jennings,"2009-10","2009",Rookie
Patty Mills,"2009-10","2009",Rookie
Omri Casspi,"2009-10","2009",Rookie
Taj Gibson,"2009-10","2009",Rookie
Stephen Curry,"2009-10","2009",Rookie
Taylor Griffin,"2009-10","2009",Rookie
Tyler Hansbrough,"2009-10","2009",Rookie
Ty Lawson,"2009-10","2009",Rookie
Toney Douglas,"2009-10","2009",Rookie
Terrence Williams,"2009-10","2009",Rookie
Austin Daye,"2009-10","2009",Rookie
AJ Price,"2009-10","2009",Rookie
Tyreke Evans,"2009-10","2009",Rookie
Eric Maynor,"2009-10","2009",Rookie
Earl Clark,"2009-10","2009",Rookie
Gerald Henderson,"2009-10","2009",Rookie
James Johnson,"2009-10","2009",Rookie
James Harden,"2009-10","2009",Rookie
Hasheem Thabeet,"2009-10","2009",Rookie
Chase Budinger,"2009-10","2009",Rookie
Derrick Brown,"2009-10","2009",Rookie
DeMarre Carroll,"2009-10","2009",Rookie
DeMar DeRozan,"2009-10","2009",Rookie
DeJuan Blair,"2009-10","2009",Rookie
Darren Collison,"2009-10","2009",Rookie
Dante Cunningham,"2009-10","2009",Rookie
Danny Green,"2009-10","2009",Rookie
DaJuan Summers,"2009-10","2009",Rookie
Lester Hudson,"2009-10","2009",Rookie
Marcus Thornton,"2009-10","2009",Rookie
Byron Mullens,"2009-10","2009",Rookie
Jodie Meeks,"2009-10","2009",Rookie
Jermaine Taylor,"2009-10","2009",Rookie
Jeff Teague,"2009-10","2009",Rookie
Jeff Ayres,"2009-10","2009",Rookie
Jrue Holiday,"2009-10","2009",Rookie
Jordan Hill,"2009-10","2009",Rookie
Jonny Flynn,"2009-10","2009",Rookie
Jonas Jerebko,"2009-10","2009",Rookie
Jon Brockman,"2009-10","2009",Rookie
Wayne Ellington,"2009-10","2009",Rookie
Russell Westbrook,"2009-10","2008",Veteran
Ryan Gomes,"2009-10","2005",Veteran
Ryan Bowen,"2009-10","1998",Veteran
Ryan Anderson,"2009-10","2008",Veteran
Ryan Hollins,"2009-10","2006",Veteran
Rudy Gay,"2009-10","2006",Veteran
Roko Ukic,"2009-10","2005",Veteran
Royal Ivey,"2009-10","2004",Veteran
Roy Hibbert,"2009-10","2008",Veteran
Ronny Turiaf,"2009-10","2005",Veteran
Ronnie Brewer,"2009-10","2006",Veteran
Roger Mason Jr.,"2009-10","2002",Veteran
Samuel Dalembert,"2009-10","2001",Veteran
Rudy Fernandez,"2009-10","2007",Veteran
Sasha Pavlovic,"2009-10","2003",Veteran
Brandon Bass,"2009-10","2005",Veteran
Sean Marks,"2009-10","1998",Veteran
Bobby Simmons,"2009-10","2001",Veteran
Boris Diaw,"2009-10","2003",Veteran
Rodney Stuckey,"2009-10","2007",Veteran
Brandon Roy,"2009-10","2006",Veteran
Brandon Rush,"2009-10","2008",Veteran
Brendan Haywood,"2009-10","2001",Veteran
Brian Cardinal,"2009-10","2000",Veteran
Brian Cook,"2009-10","2003",Veteran
Brian Scalabrine,"2009-10","2001",Veteran
Brian Skinner,"2009-10","1998",Veteran
Brook Lopez,"2009-10","2008",Veteran
Sebastian Telfair,"2009-10","2004",Veteran
Sean Williams,"2009-10","2007",Veteran
Sean May,"2009-10","2005",Veteran
Sasha Vujacic,"2009-10","2004",Veteran
Rodney Carney,"2009-10","2006",Veteran
Nick Young,"2009-10","2007",Veteran
Ricky Davis,"2009-10","1998",Veteran
Pau Gasol,"2009-10","2001",Veteran
Paul Davis,"2009-10","2006",Veteran
Paul Millsap,"2009-10","2006",Veteran
Paul Pierce,"2009-10","1998",Veteran
Peja Stojakovic,"2009-10","1996",Veteran
Primoz Brezec,"2009-10","2000",Veteran
Quentin Richardson,"2009-10","2000",Veteran
Rafer Alston,"2009-10","1998",Veteran
Rajon Rondo,"2009-10","2006",Veteran
Ramon Sessions,"2009-10","2007",Veteran
Randy Foye,"2009-10","2006",Veteran
Beno Udrih,"2009-10","2004",Veteran
Patrick O'Bryant,"2009-10","2006",Veteran
Robin Lopez,"2009-10","2008",Veteran
Richard Jefferson,"2009-10","2001",Veteran
Richard Hamilton,"2009-10","1999",Veteran
Renaldo Balkman,"2009-10","2006",Veteran
Raymond Felton,"2009-10","2005",Veteran
Ray Allen,"2009-10","1996",Veteran
Rasual Butler,"2009-10","2002",Veteran
Rasho Nesterovic,"2009-10","1998",Veteran
Rasheed Wallace,"2009-10","1995",Veteran
Rashard Lewis,"2009-10","1998",Veteran
Nene,"2009-10","2002",Veteran
Nick Collison,"2009-10","2003",Veteran
Nicolas Batum,"2009-10","2008",Veteran
O.J. Mayo,"2009-10","2008",Veteran
Oleksiy Pecherov,"2009-10","2006",Veteran
Shawn Marion,"2009-10","1999",Veteran
Baron Davis,"2009-10","1999",Veteran
T.J. Ford,"2009-10","2003",Veteran
Steven Hunter,"2009-10","2001",Veteran
Steve Novak,"2009-10","2006",Veteran
Steve Nash,"2009-10","1996",Veteran
Steve Blake,"2009-10","2003",Veteran
Stephen Jackson,"2009-10","1997",Veteran
Spencer Hawes,"2009-10","2007",Veteran
Sonny Weems,"2009-10","2008",Veteran
Solomon Jones,"2009-10","2006",Veteran
Shelden Williams,"2009-10","2006",Veteran
Nenad Krstic,"2009-10","2002",Veteran
Shaun Livingston,"2009-10","2004",Veteran
Shaquille O'Neal,"2009-10","1992",Veteran
Tayshaun Prince,"2009-10","2002",Veteran
Thabo Sefolosha,"2009-10","2006",Veteran
Troy Murphy,"2009-10","2001",Veteran
Trevor Ariza,"2009-10","2004",Veteran
Trenton Hassell,"2009-10","2001",Veteran
Travis Outlaw,"2009-10","2003",Veteran
Travis Diener,"2009-10","2005",Veteran
Tracy McGrady,"2009-10","1997",Veteran
Tony Parker,"2009-10","2001",Veteran
Tony Battie,"2009-10","1997",Veteran
Tony Allen,"2009-10","2004",Veteran
Tim Thomas,"2009-10","1997",Veteran
Tim Duncan,"2009-10","1997",Veteran
Theo Ratliff,"2009-10","1995",Veteran
Thaddeus Young,"2009-10","2007",Veteran
Ben Gordon,"2009-10","2004",Veteran
Shannon Brown,"2009-10","2006",Veteran
Sergio Rodriguez,"2009-10","2006",Veteran
Andrei Kirilenko,"2009-10","1999",Veteran
Andrew Bogut,"2009-10","2005",Veteran
Andrew Bynum,"2009-10","2005",Veteran
Andris Biedrins,"2009-10","2004",Veteran
Antawn Jamison,"2009-10","1998",Veteran
Anthony Johnson,"2009-10","1997",Veteran
Anthony Parker,"2009-10","1997",Veteran
Anthony Randolph,"2009-10","2008",Veteran
Antoine Wright,"2009-10","2005",Veteran
Antonio McDyess,"2009-10","1995",Veteran
Arron Afflalo,"2009-10","2007",Veteran
Andrea Bargnani,"2009-10","2006",Veteran
Shane Battier,"2009-10","2001",Veteran
Andre Miller,"2009-10","1999",Veteran
Andray Blatche,"2009-10","2005",Veteran
Serge Ibaka,"2009-10","2008",Veteran
Aaron Brooks,"2009-10","2007",Veteran
Aaron Gray,"2009-10","2007",Veteran
Acie Law,"2009-10","2007",Veteran
Adam Morrison,"2009-10","2006",Veteran
Al Harrington,"2009-10","1998",Veteran
Al Horford,"2009-10","2007",Veteran
Al Jefferson,"2009-10","2004",Veteran
Al Thornton,"2009-10","2007",Veteran
Alando Tucker,"2009-10","2007",Veteran
Alexis Ajinca,"2009-10","2008",Veteran
Allen Iverson,"2009-10","1996",Veteran
Amar'e Stoudemire,"2009-10","2002",Veteran
Amir Johnson,"2009-10","2005",Veteran
Anderson Varejao,"2009-10","2004",Veteran
Andre Iguodala,"2009-10","2004",Veteran
Nazr Mohammed,"2009-10","1998",Veteran
Nate Robinson,"2009-10","2005",Veteran
Francisco Garcia,"2009-10","2005",Veteran
Francisco Elson,"2009-10","1999",Veteran
Flip Murray,"2009-10","2002",Veteran
Etan Thomas,"2009-10","2000",Veteran
Ersan Ilyasova,"2009-10","2005",Veteran
Erick Dampier,"2009-10","1996",Veteran
Eric Gordon,"2009-10","2008",Veteran
Emeka Okafor,"2009-10","2004",Veteran
Elton Brand,"2009-10","1999",Veteran
Eduardo Najera,"2009-10","2000",Veteran
George Hill,"2009-10","2008",Veteran
Eddy Curry,"2009-10","2001",Veteran
Earl Watson,"2009-10","2001",Veteran
Dwyane Wade,"2009-10","2003",Veteran
Dwight Howard,"2009-10","2004",Veteran
Drew Gooden,"2009-10","2002",Veteran
Dorell Wright,"2009-10","2004",Veteran
Donte Greene,"2009-10","2008",Veteran
Dominic McGuire,"2009-10","2007",Veteran
Dirk Nowitzki,"2009-10","1998",Veteran
Devin Harris,"2009-10","2004",Veteran
Eddie House,"2009-10","2000",Veteran
Gilbert Arenas,"2009-10","2001",Veteran
James Posey,"2009-10","1999",Veteran
James Jones,"2009-10","2003",Veteran
Jameer Nelson,"2009-10","2004",Veteran
Jamal Crawford,"2009-10","2000",Veteran
Jamaal Tinsley,"2009-10","2001",Veteran
Jamaal Magloire,"2009-10","2000",Veteran
JaVale McGee,"2009-10","2008",Veteran
JR Smith,"2009-10","2004",Veteran
JJ Redick,"2009-10","2006",Veteran
Gerald Wallace,"2009-10","2001",Veteran
JJ Hickson,"2009-10","2008",Veteran
Ian Mahinmi,"2009-10","2005",Veteran
Hilton Armstrong,"2009-10","2006",Veteran
Henry Walker,"2009-10","2008",Veteran
Hedo Turkoglu,"2009-10","2000",Veteran
Hakim Warrick,"2009-10","2005",Veteran
Greg Oden,"2009-10","2007",Veteran
Grant Hill,"2009-10","1994",Veteran
Goran Dragic,"2009-10","2008",Veteran
Glen Davis,"2009-10","2007",Veteran
J.R. Giddens,"2009-10","2008",Veteran
Devean George,"2009-10","1999",Veteran
Desmond Mason,"2009-10","2000",Veteran
Derrick Rose,"2009-10","2008",Veteran
Corey Maggette,"2009-10","1999",Veteran
Corey Brewer,"2009-10","2007",Veteran
Chris Wilcox,"2009-10","2002",Veteran
Chris Richard,"2009-10","2007",Veteran
Chris Paul,"2009-10","2005",Veteran
Chris Kaman,"2009-10","2003",Veteran
Chris Duhon,"2009-10","2004",Veteran
Chris Douglas-Roberts,"2009-10","2008",Veteran
Courtney Lee,"2009-10","2008",Veteran
Chris Bosh,"2009-10","2003",Veteran
Chauncey Billups,"2009-10","1997",Veteran
Charlie Villanueva,"2009-10","2005",Veteran
Channing Frye,"2009-10","2005",Veteran
Caron Butler,"2009-10","2002",Veteran
Carmelo Anthony,"2009-10","2003",Veteran
Carlos Delfino,"2009-10","2003",Veteran
Carlos Boozer,"2009-10","2002",Veteran
Carl Landry,"2009-10","2007",Veteran
Craig Smith,"2009-10","2006",Veteran
D.J. Augustin,"2009-10","2008",Veteran
Deron Williams,"2009-10","2005",Veteran
Derek Fisher,"2009-10","1996",Veteran
Delonte West,"2009-10","2004",Veteran
DeShawn Stevenson,"2009-10","2000",Veteran
DeSagana Diop,"2009-10","2001",Veteran
DeAndre Jordan,"2009-10","2008",Veteran
David West,"2009-10","2003",Veteran
David Lee,"2009-10","2005",Veteran
David Andersen,"2009-10","2002",Veteran
Darrell Arthur,"2009-10","2008",Veteran
Darnell Jackson,"2009-10","2008",Veteran
Darko Milicic,"2009-10","2003",Veteran
Darius Songaila,"2009-10","2002",Veteran
Danny Granger,"2009-10","2005",Veteran
Danilo Gallinari,"2009-10","2008",Veteran
Daniel Gibson,"2009-10","2006",Veteran
Dan Gadzuric,"2009-10","2002",Veteran
Dahntay Jones,"2009-10","2003",Veteran
Daequan Cook,"2009-10","2007",Veteran
DJ White,"2009-10","2008",Veteran
JamesOn Curry,"2009-10","2007",Veteran
Jared Dudley,"2009-10","2007",Veteran
Jared Jeffries,"2009-10","2002",Veteran
Marcus Banks,"2009-10","2003",Veteran
Marco Belinelli,"2009-10","2007",Veteran
Marcin Gortat,"2009-10","2005",Veteran
Marc Gasol,"2009-10","2007",Veteran
Manu Ginobili,"2009-10","1999",Veteran
Malik Hairston,"2009-10","2008",Veteran
Luther Head,"2009-10","2005",Veteran
Luol Deng,"2009-10","2004",Veteran
Luke Walton,"2009-10","2003",Veteran
Luke Ridnour,"2009-10","2003",Veteran
Luis Scola,"2009-10","2002",Veteran
Luc Mbah a Moute,"2009-10","2008",Veteran
Marcus Camby,"2009-10","1996",Veteran
Lou Williams,"2009-10","2005",Veteran
Lindsey Hunter,"2009-10","1993",Veteran
Leon Powe,"2009-10","2006",Veteran
Leandro Barbosa,"2009-10","2003",Veteran
LeBron James,"2009-10","2003",Veteran
Larry Hughes,"2009-10","1998",Veteran
Lamar Odom,"2009-10","1999",Veteran
LaMarcus Aldridge,"2009-10","2006",Veteran
Kyrylo Fesenko,"2009-10","2007",Veteran
Kyle Weaver,"2009-10","2008",Veteran
Kyle Lowry,"2009-10","2006",Veteran
Kyle Korver,"2009-10","2003",Veteran
Kwame Brown,"2009-10","2001",Veteran
Marcus Haislip,"2009-10","2002",Veteran
Morris Peterson,"2009-10","2000",Veteran
Monta Ellis,"2009-10","2005",Veteran
Mo Williams,"2009-10","2003",Veteran
Mike Miller,"2009-10","2000",Veteran
Mike Dunleavy,"2009-10","2002",Veteran
Mike Conley,"2009-10","2007",Veteran
Mike Bibby,"2009-10","1998",Veteran
Mickael Pietrus,"2009-10","2003",Veteran
Michael Redd,"2009-10","2000",Veteran
Michael Finley,"2009-10","1995",Veteran
Michael Beasley,"2009-10","2008",Veteran
Metta World Peace,"2009-10","1999",Veteran
Mehmet Okur,"2009-10","2001",Veteran
Matt Bonner,"2009-10","2003",Veteran
Matt Barnes,"2009-10","2002",Veteran
Marvin Williams,"2009-10","2005",Veteran
Martell Webster,"2009-10","2005",Veteran
Marreese Speights,"2009-10","2008",Veteran
Mario Chalmers,"2009-10","2008",Veteran
Mardy Collins,"2009-10","2006",Veteran
Marcus Williams,"2009-10","2006",Veteran
Kurt Thomas,"2009-10","1995",Veteran
Nathan Jawai,"2009-10","2008",Veteran
Kris Humphries,"2009-10","2004",Veteran
Kobe Bryant,"2009-10","1996",Veteran
Joe Smith,"2009-10","1995",Veteran
Joe Johnson,"2009-10","2001",Veteran
Joe Alexander,"2009-10","2008",Veteran
Joakim Noah,"2009-10","2007",Veteran
Jerryd Bayless,"2009-10","2008",Veteran
Jerry Stackhouse,"2009-10","1995",Veteran
Jermaine O'Neal,"2009-10","1996",Veteran
Jeff Green,"2009-10","2007",Veteran
Jeff Foster,"2009-10","1999",Veteran
Joel Przybilla,"2009-10","2000",Veteran
Jason Williams,"2009-10","1998",Veteran
Jason Thompson,"2009-10","2008",Veteran
Jason Terry,"2009-10","1999",Veteran
Jason Smith,"2009-10","2007",Veteran
Jason Richardson,"2009-10","2001",Veteran
Jason Maxiell,"2009-10","2005",Veteran
Jason Kidd,"2009-10","1994",Veteran
Jason Kapono,"2009-10","2003",Veteran
Jason Hart,"2009-10","2000",Veteran
Jason Collins,"2009-10","2001",Veteran
Jarvis Hayes,"2009-10","2003",Veteran
Jarron Collins,"2009-10","2001",Veteran
Jarrett Jack,"2009-10","2005",Veteran
Joey Dorsey,"2009-10","2008",Veteran
Joey Graham,"2009-10","2005",Veteran
Johan Petro,"2009-10","2005",Veteran
Kirk Hinrich,"2009-10","2003",Veteran
Keyon Dooling,"2009-10","2000",Veteran
Kevin Martin,"2009-10","2004",Veteran
Kevin Love,"2009-10","2008",Veteran
Kevin Garnett,"2009-10","1995",Veteran
Kevin Durant,"2009-10","2007",Veteran
Kenyon Martin,"2009-10","2000",Veteran
Kenny Thomas,"2009-10","1999",Veteran
Kendrick Perkins,"2009-10","2003",Veteran
Keith Bogans,"2009-10","2003",Veteran
Kareem Rush,"2009-10","2002",Veteran
Juwan Howard,"2009-10","1994",Veteran
Julian Wright,"2009-10","2007",Veteran
Josh Smith,"2009-10","2004",Veteran
Josh McRoberts,"2009-10","2007",Veteran
Josh Howard,"2009-10","2003",Veteran
Josh Boone,"2009-10","2006",Veteran
Jordan Farmar,"2009-10","2006",Veteran
Jonathan Bender,"2009-10","1999",Veteran
John Salmons,"2009-10","2002",Veteran
Kosta Koufos,"2009-10","2008",Veteran
Tyrus Thomas,"2009-10","2006",Veteran
Tyson Chandler,"2009-10","2001",Veteran
CJ Miles,"2009-10","2005",Veteran
Zydrunas Ilgauskas,"2009-10","1996",Veteran
Zaza Pachulia,"2009-10","2003",Veteran
Zach Randolph,"2009-10","2001",Veteran
Yi Jianlian,"2009-10","2007",Veteran
Willie Green,"2009-10","2003",Veteran
Vince Carter,"2009-10","1998",Veteran
Wilson Chandler,"2009-10","2007",Veteran
Vladimir Radmanovic,"2009-10","2001",Veteran
Jerryd Bayless,"2008-09","2008",Rookie
Joe Alexander,"2008-09","2008",Rookie
Joe Crawford,"2008-09","2008",Rookie
Joey Dorsey,"2008-09","2008",Rookie
Jason Thompson,"2008-09","2008",Rookie
Kyle Weaver,"2008-09","2008",Rookie
Luc Mbah a Moute,"2008-09","2008",Rookie
Kevin Love,"2008-09","2008",Rookie
Kosta Koufos,"2008-09","2008",Rookie
Derrick Rose,"2008-09","2008",Rookie
Donte Greene,"2008-09","2008",Rookie
DJ White,"2008-09","2008",Rookie
Danilo Gallinari,"2008-09","2008",Rookie
Darnell Jackson,"2008-09","2008",Rookie
Darrell Arthur,"2008-09","2008",Rookie
DeAndre Jordan,"2008-09","2008",Rookie
Henry Walker,"2008-09","2008",Rookie
JJ Hickson,"2008-09","2008",Rookie
JaVale McGee,"2008-09","2008",Rookie
J.R. Giddens,"2008-09","2008",Rookie
Goran Dragic,"2008-09","2008",Rookie
Eric Gordon,"2008-09","2008",Rookie
George Hill,"2008-09","2008",Rookie
Sonny Weems,"2008-09","2008",Rookie
Roy Hibbert,"2008-09","2008",Rookie
Sean Singletary,"2008-09","2008",Rookie
Ryan Anderson,"2008-09","2008",Rookie
Russell Westbrook,"2008-09","2008",Rookie
Walter Sharpe,"2008-09","2008",Rookie
Robin Lopez,"2008-09","2008",Rookie
Michael Beasley,"2008-09","2008",Rookie
Mike Taylor,"2008-09","2008",Rookie
Malik Hairston,"2008-09","2008",Rookie
Mario Chalmers,"2008-09","2008",Rookie
Nathan Jawai,"2008-09","2008",Rookie
Nicolas Batum,"2008-09","2008",Rookie
O.J. Mayo,"2008-09","2008",Rookie
D.J. Augustin,"2008-09","2008",Rookie
Marreese Speights,"2008-09","2008",Rookie
Brook Lopez,"2008-09","2008",Rookie
Brandon Rush,"2008-09","2008",Rookie
Courtney Lee,"2008-09","2008",Rookie
Chris Douglas-Roberts,"2008-09","2008",Rookie
Anthony Randolph,"2008-09","2008",Rookie
Alexis Ajinca,"2008-09","2008",Rookie
Jerry Stackhouse,"2008-09","1995",Veteran
Joe Johnson,"2008-09","2001",Veteran
Joakim Noah,"2008-09","2007",Veteran
Joe Smith,"2008-09","1995",Veteran
Joel Przybilla,"2008-09","2000",Veteran
Joey Graham,"2008-09","2005",Veteran
Johan Petro,"2008-09","2005",Veteran
John Salmons,"2008-09","2002",Veteran
Jerome James,"2008-09","1998",Veteran
Jordan Farmar,"2008-09","2006",Veteran
Josh Boone,"2008-09","2006",Veteran
Jermareo Davidson,"2008-09","2007",Veteran
Jason Kidd,"2008-09","1994",Veteran
James White,"2008-09","2006",Veteran
Jared Dudley,"2008-09","2007",Veteran
Josh Howard,"2008-09","2003",Veteran
Jared Jeffries,"2008-09","2002",Veteran
Jarrett Jack,"2008-09","2005",Veteran
Jarron Collins,"2008-09","2001",Veteran
Jarvis Hayes,"2008-09","2003",Veteran
Jason Collins,"2008-09","2001",Veteran
Jason Hart,"2008-09","2000",Veteran
Jason Kapono,"2008-09","2003",Veteran
Jason Maxiell,"2008-09","2005",Veteran
Jason Richardson,"2008-09","2001",Veteran
Jason Terry,"2008-09","1999",Veteran
Javaris Crittenton,"2008-09","2007",Veteran
Jeff Foster,"2008-09","1999",Veteran
Jeff Green,"2008-09","2007",Veteran
Jermaine O'Neal,"2008-09","1996",Veteran
Josh McRoberts,"2008-09","2007",Veteran
Kyle Lowry,"2008-09","2006",Veteran
Josh Smith,"2008-09","2004",Veteran
Kyrylo Fesenko,"2008-09","2007",Veteran
LaMarcus Aldridge,"2008-09","2006",Veteran
Lamar Odom,"2008-09","1999",Veteran
Larry Hughes,"2008-09","1998",Veteran
LeBron James,"2008-09","2003",Veteran
Leandro Barbosa,"2008-09","2003",Veteran
Leon Powe,"2008-09","2006",Veteran
Kyle Korver,"2008-09","2003",Veteran
Linas Kleiza,"2008-09","2005",Veteran
Lorenzen Wright,"2008-09","1996",Veteran
Lou Williams,"2008-09","2005",Veteran
James Posey,"2008-09","1999",Veteran
Luke Ridnour,"2008-09","2003",Veteran
Luis Scola,"2008-09","2002",Veteran
Lindsey Hunter,"2008-09","1993",Veteran
Kwame Brown,"2008-09","2001",Veteran
Kris Humphries,"2008-09","2004",Veteran
Juan Dixon,"2008-09","2002",Veteran
Julian Wright,"2008-09","2007",Veteran
Juwan Howard,"2008-09","1994",Veteran
Kareem Rush,"2008-09","2002",Veteran
Keith Bogans,"2008-09","2003",Veteran
Kendrick Perkins,"2008-09","2003",Veteran
Kenny Thomas,"2008-09","1999",Veteran
Kurt Thomas,"2008-09","1995",Veteran
Kenyon Martin,"2008-09","2000",Veteran
Kevin Garnett,"2008-09","1995",Veteran
Kevin Martin,"2008-09","2004",Veteran
Keyon Dooling,"2008-09","2000",Veteran
Kirk Hinrich,"2008-09","2003",Veteran
Kobe Bryant,"2008-09","1996",Veteran
Kevin Durant,"2008-09","2007",Veteran
James Jones,"2008-09","2003",Veteran
Dirk Nowitzki,"2008-09","1998",Veteran
Delonte West,"2008-09","2004",Veteran
Demetris Nichols,"2008-09","2007",Veteran
Derek Fisher,"2008-09","1996",Veteran
Deron Williams,"2008-09","2005",Veteran
Desmond Mason,"2008-09","2000",Veteran
Devean George,"2008-09","1999",Veteran
Dee Brown,"2008-09","2006",Veteran
Dikembe Mutombo,"2008-09","1991",Veteran
Dominic McGuire,"2008-09","2007",Veteran
Donyell Marshall,"2008-09","1994",Veteran
Dorell Wright,"2008-09","2004",Veteran
Drew Gooden,"2008-09","2002",Veteran
Devin Harris,"2008-09","2004",Veteran
Dwight Howard,"2008-09","2004",Veteran
DeShawn Stevenson,"2008-09","2000",Veteran
Luke Walton,"2008-09","2003",Veteran
Daequan Cook,"2008-09","2007",Veteran
Dahntay Jones,"2008-09","2003",Veteran
Dan Gadzuric,"2008-09","2002",Veteran
Daniel Gibson,"2008-09","2006",Veteran
DeSagana Diop,"2008-09","2001",Veteran
Darius Miles,"2008-09","2000",Veteran
Darius Songaila,"2008-09","2002",Veteran
Darko Milicic,"2008-09","2003",Veteran
David Lee,"2008-09","2005",Veteran
David West,"2008-09","2003",Veteran
Danny Granger,"2008-09","2005",Veteran
Dwyane Wade,"2008-09","2003",Veteran
Earl Watson,"2008-09","2001",Veteran
Hakim Warrick,"2008-09","2005",Veteran
Hassan Adams,"2008-09","2006",Veteran
Hedo Turkoglu,"2008-09","2000",Veteran
Hilton Armstrong,"2008-09","2006",Veteran
Ike Diogu,"2008-09","2005",Veteran
Greg Oden,"2008-09","2007",Veteran
JJ Redick,"2008-09","2006",Veteran
JR Smith,"2008-09","2004",Veteran
Jacque Vaughn,"2008-09","1997",Veteran
Jake Voskuhl,"2008-09","2000",Veteran
Jamaal Magloire,"2008-09","2000",Veteran
Jamal Crawford,"2008-09","2000",Veteran
Greg Buckner,"2008-09","1998",Veteran
Grant Hill,"2008-09","1994",Veteran
Eddie House,"2008-09","2000",Veteran
Eddy Curry,"2008-09","2001",Veteran
Eduardo Najera,"2008-09","2000",Veteran
Elton Brand,"2008-09","1999",Veteran
Emeka Okafor,"2008-09","2004",Veteran
Erick Dampier,"2008-09","1996",Veteran
Etan Thomas,"2008-09","2000",Veteran
Flip Murray,"2008-09","2002",Veteran
Francisco Elson,"2008-09","1999",Veteran
Francisco Garcia,"2008-09","2005",Veteran
Fred Jones,"2008-09","2002",Veteran
Gabe Pruitt,"2008-09","2007",Veteran
Gerald Green,"2008-09","2005",Veteran
Gerald Wallace,"2008-09","2001",Veteran
Gilbert Arenas,"2008-09","2001",Veteran
Glen Davis,"2008-09","2007",Veteran
Jameer Nelson,"2008-09","2004",Veteran
Luol Deng,"2008-09","2004",Veteran
Nazr Mohammed,"2008-09","1998",Veteran
