"player_name","season","draft_year","status"
DerMarr Johnson,"2001-02","2000",Veteran
Danny Ferry,"2001-02","1989",Veteran
Dana Barros,"2001-02","1989",Veteran
Chucky Brown,"2001-02","1989",Veteran
Clar. Weatherspoon,"2001-02","1992",Veteran
Clifford Robinson,"2001-02","1989",Veteran
Corey Maggette,"2001-02","1999",Veteran
Corie Blount,"2001-02","1993",Veteran
Corliss Williamson,"2001-02","1995",Veteran
Courtney Alexander,"2001-02","2000",Veteran
Cuttino Mobley,"2001-02","1998",Veteran
Dale Davis,"2001-02","1991",Veteran
Dalibor Bagaric,"2001-02","2000",Veteran
Damon Stoudamire,"2001-02","1995",Veteran
Dan Langhi,"2001-02","2000",Veteran
Dan Majerle,"2001-02","1988",Veteran
Bonzi Wells,"2001-02","1998",Veteran
Brian Shaw,"2001-02","1988",Veteran
Bobby Jackson,"2001-02","1997",Veteran
Andrew DeClercq,"2001-02","1995",Veteran
Andrei Kirilenko,"2001-02","1999",Veteran
Andre Miller,"2001-02","1999",Veteran
Amal McCaskill,"2001-02","1996",Veteran
Alvin Williams,"2001-02","1997",Veteran
Alonzo Mourning,"2001-02","1992",Veteran
Anfernee Hardaway,"2001-02","1993",Veteran
Allen Iverson,"2001-02","1996",Veteran
Al Harrington,"2001-02","1998",Veteran
Adonal Foyle,"2001-02","1997",Veteran
Aaron McKie,"2001-02","1994",Veteran
A.J. Guyton,"2001-02","2000",Veteran
Nick Anderson,"2001-02","1989",Veteran
Alan Henderson,"2001-02","1995",Veteran
Ansu Sesay,"2001-02","1998",Veteran
Allan Houston,"2001-02","1993",Veteran
Antawn Jamison,"2001-02","1998",Veteran
Bimbo Coles,"2001-02","1990",Veteran
Baron Davis,"2001-02","1999",Veteran
Austin Croshere,"2001-02","1997",Veteran
Bob Sura,"2001-02","1995",Veteran
Antonio McDyess,"2001-02","1995",Veteran
Antonio Davis,"2001-02","1990",Veteran
Antonio Daniels,"2001-02","1997",Veteran
Antoine Walker,"2001-02","1996",Veteran
Anthony Peeler,"2001-02","1992",Veteran
Anthony Johnson,"2001-02","1997",Veteran
Anthony Mason,"2001-02","1988",Veteran
Jason Hart,"2000-01","2000",Rookie
Jason Collier,"2000-01","2000",Rookie
Jerome Moiso,"2000-01","2000",Rookie
Joel Przybilla,"2000-01","2000",Rookie
Jamal Crawford,"2000-01","2000",Rookie
Hedo Turkoglu,"2000-01","2000",Rookie
Jamaal Magloire,"2000-01","2000",Rookie
Jake Voskuhl,"2000-01","2000",Rookie
Jake Tsakalidis,"2000-01","2000",Rookie
Jabari Smith,"2000-01","2000",Rookie
Hanno Mottola,"2000-01","2000",Rookie
Michael Redd,"2000-01","2000",Rookie
Mateen Cleaves,"2000-01","2000",Rookie
Mark Madsen,"2000-01","2000",Rookie
Olumide Oyedeji,"2000-01","2000",Rookie
Morris Peterson,"2000-01","2000",Rookie
Mike Smith,"2000-01","2000",Rookie
Mike Miller,"2000-01","2000",Rookie
Khalid El-Amin,"2000-01","2000",Rookie
Kenyon Martin,"2000-01","2000",Rookie
Keyon Dooling,"2000-01","2000",Rookie
Marcus Fizer,"2000-01","2000",Rookie
Mamadou N'diaye,"2000-01","2000",Rookie
Lavor Postell,"2000-01","2000",Rookie
Brian Cardinal,"2000-01","2000",Rookie
Chris Mihm,"2000-01","2000",Rookie
Chris Porter,"2000-01","2000",Rookie
A.J. Guyton,"2000-01","2000",Rookie
Donnell Harvey,"2000-01","2000",Rookie
Desmond Mason,"2000-01","2000",Rookie
Erick Barkley,"2000-01","2000",Rookie
Eduardo Najera,"2000-01","2000",Rookie
Eddie House,"2000-01","2000",Rookie
DerMarr Johnson,"2000-01","2000",Rookie
Dan Langhi,"2000-01","2000",Rookie
Dalibor Bagaric,"2000-01","2000",Rookie
Courtney Alexander,"2000-01","2000",Rookie
Dan McClintock,"2000-01","2000",Rookie
DeShawn Stevenson,"2000-01","2000",Rookie
Darius Miles,"2000-01","2000",Rookie
Stromile Swift,"2000-01","2000",Rookie
Quentin Richardson,"2000-01","2000",Rookie
Soumaila Samake,"2000-01","2000",Rookie
Jermaine O'Neal,"2000-01","1996",Veteran
Jerome Kersey,"2000-01","1984",Veteran
Jason Williams,"2000-01","1998",Veteran
Jelani McCoy,"2000-01","1998",Veteran
Jeff McInnis,"2000-01","1996",Veteran
Jeff Foster,"2000-01","1999",Veteran
Jason Kidd,"2000-01","1994",Veteran
Jason Caffey,"2000-01","1995",Veteran
Jamie Feick,"2000-01","1996",Veteran
James Robinson,"2000-01","1993",Veteran
James Posey,"2000-01","1999",Veteran
Jason Terry,"2000-01","1999",Veteran
Jerome Williams,"2000-01","1996",Veteran
John Stockton,"2000-01","1984",Veteran
Jim Jackson,"2000-01","1992",Veteran
Karl Malone,"2000-01","1985",Veteran
Juwan Howard,"2000-01","1994",Veteran
Jumaine Jones,"2000-01","1999",Veteran
Jud Buechler,"2000-01","1990",Veteran
Jonathan Bender,"2000-01","1999",Veteran
Jon Barry,"2000-01","1992",Veteran
Jerry Stackhouse,"2000-01","1995",Veteran
Johnny Newman,"2000-01","1986",Veteran
Joe Smith,"2000-01","1995",Veteran
Jim McIlvaine,"2000-01","1994",Veteran
John Wallace,"2000-01","1996",Veteran
Jamal Robinson,"2000-01","1997",Veteran
Greg Anthony,"2000-01","1991",Veteran
Greg Foster,"2000-01","1990",Veteran
Greg Buckner,"2000-01","1998",Veteran
Grant Long,"2000-01","1988",Veteran
Grant Hill,"2000-01","1994",Veteran
Glenn Robinson,"2000-01","1994",Veteran
Glen Rice,"2000-01","1989",Veteran
Greg Ostertag,"2000-01","1995",Veteran
George McCloud,"2000-01","1989",Veteran
Gary Trent,"2000-01","1995",Veteran
Gary Payton,"2000-01","1990",Veteran
Gary Grant,"2000-01","1988",Veteran
Fred Hoiberg,"2000-01","1995",Veteran
Felton Spencer,"2000-01","1990",Veteran
Keith Van Horn,"2000-01","1997",Veteran
George Lynch,"2000-01","1993",Veteran
Jamal Mashburn,"2000-01","1993",Veteran
Hakeem Olajuwon,"2000-01","1984",Veteran
Jalen Rose,"2000-01","1994",Veteran
Jahidi White,"2000-01","1998",Veteran
Jacque Vaughn,"2000-01","1997",Veteran
J.R. Reid,"2000-01","1989",Veteran
Ike Austin,"2000-01","1991",Veteran
Hubert Davis,"2000-01","1992",Veteran
Howard Eisley,"2000-01","1994",Veteran
Horace Grant,"2000-01","1987",Veteran
Hersey Hawkins,"2000-01","1988",Veteran
Isaiah Rider,"2000-01","1993",Veteran
Kelvin Cato,"2000-01","1997",Veteran
Metta World Peace,"2000-01","1999",Veteran
Kenny Anderson,"2000-01","1991",Veteran
Michael Olowokandi,"2000-01","1998",Veteran
Michael Finley,"2000-01","1995",Veteran
Michael Doleac,"2000-01","1998",Veteran
Michael Dickerson,"2000-01","1998",Veteran
Michael Ruffin,"2000-01","1999",Veteran
Felipe Lopez,"2000-01","1998",Veteran
Matt Harpring,"2000-01","1998",Veteran
Matt Geiger,"2000-01","1992",Veteran
Mark Pope,"2000-01","1996",Veteran
Maurice Taylor,"2000-01","1997",Veteran
Michael Smith,"2000-01","1994",Veteran
Mike Bibby,"2000-01","1998",Veteran
Olden Polynice,"2000-01","1987",Veteran
Obinna Ekezie,"2000-01","1999",Veteran
Nick Van Exel,"2000-01","1993",Veteran
Nick Anderson,"2000-01","1989",Veteran
Nazr Mohammed,"2000-01","1998",Veteran
Muggsy Bogues,"2000-01","1987",Veteran
Moochie Norris,"2000-01","1996",Veteran
Monty Williams,"2000-01","1994",Veteran
Mitch Richmond,"2000-01","1988",Veteran
Mookie Blaylock,"2000-01","1989",Veteran
Kendall Gill,"2000-01","1990",Veteran
Mark Jackson,"2000-01","1987",Veteran
Mark Blount,"2000-01","1997",Veteran
Lari Ketner,"2000-01","1999",Veteran
Lamond Murray,"2000-01","1994",Veteran
Lamar Odom,"2000-01","1999",Veteran
LaPhonso Ellis,"2000-01","1992",Veteran
Kurt Thomas,"2000-01","1995",Veteran
Kobe Bryant,"2000-01","1996",Veteran
Laron Profit,"2000-01","1999",Veteran
Kevin Willis,"2000-01","1984",Veteran
Kevin Garnett,"2000-01","1995",Veteran
Kevin Edwards,"2000-01","1988",Veteran
Keon Clark,"2000-01","1998",Veteran
Kenny Thomas,"2000-01","1999",Veteran
Mark Bryant,"2000-01","1988",Veteran
Larry Hughes,"2000-01","1998",Veteran
Mario Elie,"2000-01","1985",Veteran
Marcus Camby,"2000-01","1996",Veteran
Marc Jackson,"2000-01","1997",Veteran
Malik Rose,"2000-01","1996",Veteran
Mahmoud Abdul-Rauf,"2000-01","1990",Veteran
Larry Johnson,"2000-01","1991",Veteran
Lucious Harris,"2000-01","1993",Veteran
Loy Vaught,"2000-01","1990",Veteran
Lorenzen Wright,"2000-01","1996",Veteran
Lindsey Hunter,"2000-01","1993",Veteran
Lee Nailon,"2000-01","1999",Veteran
Lawrence Funderburke,"2000-01","1994",Veteran
Latrell Sprewell,"2000-01","1992",Veteran
Luc Longley,"2000-01","1991",Veteran
Evan Eschmeyer,"2000-01","1999",Veteran
David Robinson,"2000-01","1987",Veteran
Ervin Johnson,"2000-01","1993",Veteran
Bryon Russell,"2000-01","1993",Veteran
Bryce Drew,"2000-01","1998",Veteran
Bryant Stith,"2000-01","1992",Veteran
Bryant Reeves,"2000-01","1995",Veteran
Bruno Sundov,"2000-01","1998",Veteran
Brian Skinner,"2000-01","1998",Veteran
Cal Bowdler,"2000-01","1999",Veteran
Brian Shaw,"2000-01","1988",Veteran
Brevin Knight,"2000-01","1997",Veteran
Brent Price,"2000-01","1992",Veteran
Brent Barry,"2000-01","1995",Veteran
Bonzi Wells,"2000-01","1998",Veteran
Bobby Jackson,"2000-01","1997",Veteran
Brian Grant,"2000-01","1994",Veteran
Bob Sura,"2000-01","1995",Veteran
Calbert Cheaney,"2000-01","1993",Veteran
Carlos Rogers,"2000-01","1994",Veteran
Chris Mullin,"2000-01","1985",Veteran
Chris Mills,"2000-01","1993",Veteran
Chris Herren,"2000-01","1999",Veteran
Chris Gatling,"2000-01","1991",Veteran
Chris Dudley,"2000-01","1987",Veteran
Calvin Booth,"2000-01","1999",Veteran
Chris Crawford,"2000-01","1997",Veteran
Chris Carr,"2000-01","1995",Veteran
Cherokee Parks,"2000-01","1995",Veteran
Chauncey Billups,"2000-01","1997",Veteran
Charlie Ward,"2000-01","1994",Veteran
Charles Oakley,"2000-01","1985",Veteran
Cedric Henderson,"2000-01","1997",Veteran
Cedric Ceballos,"2000-01","1990",Veteran
Billy Owens,"2000-01","1991",Veteran
Andrew DeClercq,"2000-01","1995",Veteran
Andre Miller,"2000-01","1999",Veteran
Alvin Williams,"2000-01","1997",Veteran
Alonzo Mourning,"2000-01","1992",Veteran
Allen Iverson,"2000-01","1996",Veteran
Allan Houston,"2000-01","1993",Veteran
Anfernee Hardaway,"2000-01","1993",Veteran
Alan Henderson,"2000-01","1995",Veteran
Adonal Foyle,"2000-01","1997",Veteran
Adam Keefe,"2000-01","1992",Veteran
Aaron McKie,"2000-01","1994",Veteran
A.C. Green,"2000-01","1985",Veteran
Al Harrington,"2000-01","1998",Veteran
Bimbo Coles,"2000-01","1990",Veteran
Antawn Jamison,"2000-01","1998",Veteran
Anthony Goldwire,"2000-01","1994",Veteran
Bill Curley,"2000-01","1994",Veteran
Baron Davis,"2000-01","1999",Veteran
Austin Croshere,"2000-01","1997",Veteran
Arvydas Sabonis,"2000-01","1986",Veteran
Antonio McDyess,"2000-01","1995",Veteran
Antonio Davis,"2000-01","1990",Veteran
Antonio Daniels,"2000-01","1997",Veteran
Antoine Walker,"2000-01","1996",Veteran
Anthony Peeler,"2000-01","1992",Veteran
Anthony Miller,"2000-01","1994",Veteran
Anthony Mason,"2000-01","1988",Veteran
Anthony Johnson,"2000-01","1997",Veteran
Chris Webber,"2000-01","1993",Veteran
Christian Laettner,"2000-01","1992",Veteran
Doug West,"2000-01","1989",Veteran
Doug Overton,"2000-01","1991",Veteran
Doug Christie,"2000-01","1992",Veteran
Donyell Marshall,"2000-01","1994",Veteran
Don Reid,"2000-01","1995",Veteran
Don MacLean,"2000-01","1992",Veteran
Dragan Tarlac,"2000-01","1995",Veteran
Dirk Nowitzki,"2000-01","1998",Veteran
Dikembe Mutombo,"2000-01","1991",Veteran
Devean George,"2000-01","1999",Veteran
Detlef Schrempf,"2000-01","1985",Veteran
Derrick McKey,"2000-01","1987",Veteran
Derrick Dial,"2000-01","1998",Veteran
Derrick Coleman,"2000-01","1990",Veteran
Dion Glover,"2000-01","1999",Veteran
Derek Strong,"2000-01","1990",Veteran
Duane Causwell,"2000-01","1990",Veteran
Erick Dampier,"2000-01","1996",Veteran
Eric Williams,"2000-01","1995",Veteran
Eric Snow,"2000-01","1995",Veteran
Eric Piatkowski,"2000-01","1994",Veteran
Eric Montross,"2000-01","1994",Veteran
Elliot Perry,"2000-01","1991",Veteran
Eldridge Recasner,"2000-01","1992",Veteran
Elden Campbell,"2000-01","1990",Veteran
Eddie Jones,"2000-01","1994",Veteran
Elton Brand,"2000-01","1999",Veteran
Chris Whitney,"2000-01","1993",Veteran
Derek Fisher,"2000-01","1996",Veteran
Damon Stoudamire,"2000-01","1995",Veteran
Dale Davis,"2000-01","1991",Veteran
Cuttino Mobley,"2000-01","1998",Veteran
Dan Majerle,"2000-01","1988",Veteran
Cory Alexander,"2000-01","1995",Veteran
Corie Blount,"2000-01","1993",Veteran
Corey Maggette,"2000-01","1999",Veteran
Corey Benjamin,"2000-01","1998",Veteran
Clifford Robinson,"2000-01","1989",Veteran
Clar. Weatherspoon,"2000-01","1992",Veteran
Chucky Brown,"2000-01","1989",Veteran
Corliss Williamson,"2000-01","1995",Veteran
Derek Anderson,"2000-01","1997",Veteran
Dell Curry,"2000-01","1986",Veteran
Dee Brown,"2000-01","1990",Veteran
Dean Garrett,"2000-01","1988",Veteran
David Wingate,"2000-01","1986",Veteran
Dana Barros,"2000-01","1989",Veteran
Othella Harrington,"2000-01","1996",Veteran
Danny Manning,"2000-01","1988",Veteran
Danny Fortson,"2000-01","1997",Veteran
Danny Ferry,"2000-01","1989",Veteran
Otis Thorpe,"2000-01","1984",Veteran
Pat Garrity,"2000-01","1998",Veteran
Tony Massenburg,"2000-01","1990",Veteran
Tony Delk,"2000-01","1996",Veteran
Tony Battie,"2000-01","1997",Veteran
Toni Kukoc,"2000-01","1990",Veteran
Tom Hammonds,"2000-01","1989",Veteran
Tom Gugliotta,"2000-01","1992",Veteran
Todd MacCulloch,"2000-01","1999",Veteran
Todd Fuller,"2000-01","1996",Veteran
Todd Day,"2000-01","1992",Veteran
Tim Thomas,"2000-01","1997",Veteran
Tim James,"2000-01","1999",Veteran
Tim Hardaway,"2000-01","1989",Veteran
Tim Duncan,"2000-01","1997",Veteran
Theo Ratliff,"2000-01","1995",Veteran
Terry Porter,"2000-01","1985",Veteran
Terry Mills,"2000-01","1990",Veteran
Terrell Brandon,"2000-01","1991",Veteran
Tariq Abdul-Wahad,"2000-01","1997",Veteran
Steven Smith,"2000-01","1991",Veteran
Steve Nash,"2000-01","1996",Veteran
Steve Kerr,"2000-01","1988",Veteran
Steve Francis,"2000-01","1999",Veteran
Stephon Marbury,"2000-01","1996",Veteran
Tony Smith,"2000-01","1990",Veteran
Tracy McGrady,"2000-01","1997",Veteran
Tracy Murray,"2000-01","1992",Veteran
Trajan Langdon,"2000-01","1999",Veteran
P.J. Brown,"2000-01","1992",Veteran
Zydrunas Ilgauskas,"2000-01","1996",Veteran
Zan Tabak,"2000-01","1991",Veteran
William Avery,"2000-01","1999",Veteran
Will Perdue,"2000-01","1988",Veteran
Wesley Person,"2000-01","1994",Veteran
Wang Zhi-zhi,"2000-01","1999",Veteran
Walter McCarty,"2000-01","1996",Veteran
Walt Williams,"2000-01","1992",Veteran
Wally Szczerbiak,"2000-01","1999",Veteran
Voshon Lenard,"2000-01","1994",Veteran
Vonteego Cummings,"2000-01","1999",Veteran
Stephen Jackson,"2000-01","1997",Veteran
Vladimir Stepania,"2000-01","1998",Veteran
Vitaly Potapenko,"2000-01","1996",Veteran
Vinny Del Negro,"2000-01","1988",Veteran
Vince Carter,"2000-01","1998",Veteran
Vin Baker,"2000-01","1993",Veteran
Vernon Maxwell,"2000-01","1988",Veteran
Tyus Edney,"2000-01","1995",Veteran
Tyronn Lue,"2000-01","1998",Veteran
Tyrone Hill,"2000-01","1990",Veteran
Tyrone Corbin,"2000-01","1985",Veteran
Travis Knight,"2000-01","1996",Veteran
Travis Best,"2000-01","1995",Veteran
Vlade Divac,"2000-01","1989",Veteran
Stacey Augmon,"2000-01","1991",Veteran
Robert Traylor,"2000-01","1998",Veteran
Robert Horry,"2000-01","1992",Veteran
Ricky Davis,"2000-01","1998",Veteran
Rick Fox,"2000-01","1991",Veteran
Richard Hamilton,"2000-01","1999",Veteran
Reggie Miller,"2000-01","1987",Veteran
Ray Allen,"2000-01","1996",Veteran
Rasho Nesterovic,"2000-01","1998",Veteran
Rasheed Wallace,"2000-01","1995",Veteran
Rashard Lewis,"2000-01","1998",Veteran
Randy Livingston,"2000-01","1996",Veteran
Randy Brown,"2000-01","1991",Veteran
Rafer Alston,"2000-01","1998",Veteran
Raef LaFrentz,"2000-01","1998",Veteran
Quincy Lewis,"2000-01","1999",Veteran
Popeye Jones,"2000-01","1992",Veteran
Pervis Ellison,"2000-01","1989",Veteran
Peja Stojakovic,"2000-01","1996",Veteran
Paul Pierce,"2000-01","1998",Veteran
Patrick Ewing,"2000-01","1985",Veteran
Rod Strickland,"2000-01","1988",Veteran
Rodney Buford,"2000-01","1999",Veteran
Ron Harper,"2000-01","1986",Veteran
Sherman Douglas,"2000-01","1989",Veteran
Rodney Rogers,"2000-01","1993",Veteran
Shawn Marion,"2000-01","1999",Veteran
Shawn Kemp,"2000-01","1989",Veteran
Shawn Bradley,"2000-01","1993",Veteran
Shareef Abdur-Rahim,"2000-01","1996",Veteran
Shaquille O'Neal,"2000-01","1992",Veteran
Shammond Williams,"2000-01","1998",Veteran
Sean Rooks,"2000-01","1992",Veteran
Sean Elliott,"2000-01","1989",Veteran
Scottie Pippen,"2000-01","1987",Veteran
Shandon Anderson,"2000-01","1996",Veteran
Scott Burrell,"2000-01","1993",Veteran
Ron Mercer,"2000-01","1997",Veteran
Roshown McLeod,"2000-01","1998",Veteran
Scott Padgett,"2000-01","1999",Veteran
Ruben Patterson,"2000-01","1998",Veteran
Ryan Bowen,"2000-01","1998",Veteran
Sam Cassell,"2000-01","1993",Veteran
Shawnelle Scott,"2000-01","1994",Veteran
Sam Jacobson,"2000-01","1998",Veteran
Sam Mitchell,"2000-01","1985",Veteran
Sam Perkins,"2000-01","1984",Veteran
Samaki Walker,"2000-01","1996",Veteran
Scot Pollard,"2000-01","1997",Veteran
Michael Ruffin,"1999-00","1999",Rookie
Metta World Peace,"1999-00","1999",Rookie
Obinna Ekezie,"1999-00","1999",Rookie
Jonathan Bender,"1999-00","1999",Rookie
Jumaine Jones,"1999-00","1999",Rookie
Kenny Thomas,"1999-00","1999",Rookie
John Celestand,"1999-00","1999",Rookie
Lamar Odom,"1999-00","1999",Rookie
Lari Ketner,"1999-00","1999",Rookie
Laron Profit,"1999-00","1999",Rookie
Todd MacCulloch,"1999-00","1999",Rookie
Tim Young,"1999-00","1999",Rookie
Tim James,"1999-00","1999",Rookie
Steve Francis,"1999-00","1999",Rookie
Jeff Foster,"1999-00","1999",Rookie
William Avery,"1999-00","1999",Rookie
Wally Szczerbiak,"1999-00","1999",Rookie
Vonteego Cummings,"1999-00","1999",Rookie
Trajan Langdon,"1999-00","1999",Rookie
Shawn Marion,"1999-00","1999",Rookie
Richard Hamilton,"1999-00","1999",Rookie
Randell Jackson,"1999-00","1999",Rookie
Quincy Lewis,"1999-00","1999",Rookie
Rodney Buford,"1999-00","1999",Rookie
Scott Padgett,"1999-00","1999",Rookie
Ryan Robertson,"1999-00","1999",Rookie
Calvin Booth,"1999-00","1999",Rookie
Cal Bowdler,"1999-00","1999",Rookie
Corey Maggette,"1999-00","1999",Rookie
Chris Herren,"1999-00","1999",Rookie
Andre Miller,"1999-00","1999",Rookie
Aleksandar Radojevic,"1999-00","1999",Rookie
A.J. Bramlett,"1999-00","1999",Rookie
Baron Davis,"1999-00","1999",Rookie
Jason Terry,"1999-00","1999",Rookie
Evan Eschmeyer,"1999-00","1999",Rookie
James Posey,"1999-00","1999",Rookie
Elton Brand,"1999-00","1999",Rookie
Devean George,"1999-00","1999",Rookie
Dion Glover,"1999-00","1999",Rookie
Michael Smith,"1999-00","1994",Veteran
Michael Finley,"1999-00","1995",Veteran
Michael Olowokandi,"1999-00","1998",Veteran
Maurice Taylor,"1999-00","1997",Veteran
Michael Dickerson,"1999-00","1998",Veteran
Michael Cage,"1999-00","1984",Veteran
Mike Bibby,"1999-00","1998",Veteran
Michael Doleac,"1999-00","1998",Veteran
Othella Harrington,"1999-00","1996",Veteran
Mirsad Turkcan,"1999-00","1998",Veteran
Jeff Hornacek,"1999-00","1986",Veteran
Matt Harpring,"1999-00","1998",Veteran
P.J. Brown,"1999-00","1992",Veteran
Otis Thorpe,"1999-00","1984",Veteran
Oliver Miller,"1999-00","1992",Veteran
Olden Polynice,"1999-00","1987",Veteran
Nick Van Exel,"1999-00","1993",Veteran
Nick Anderson,"1999-00","1989",Veteran
Nazr Mohammed,"1999-00","1998",Veteran
Muggsy Bogues,"1999-00","1987",Veteran
Mookie Blaylock,"1999-00","1989",Veteran
Moochie Norris,"1999-00","1996",Veteran
Monty Williams,"1999-00","1994",Veteran
Mitch Richmond,"1999-00","1988",Veteran
Matt Geiger,"1999-00","1992",Veteran
Mario Bennett,"1999-00","1995",Veteran
Johnny Newman,"1999-00","1986",Veteran
Johnny Taylor,"1999-00","1997",Veteran
Jon Barry,"1999-00","1992",Veteran
Jud Buechler,"1999-00","1990",Veteran
John Wallace,"1999-00","1996",Veteran
Juwan Howard,"1999-00","1994",Veteran
Keith Van Horn,"1999-00","1997",Veteran
Kelvin Cato,"1999-00","1997",Veteran
Kendall Gill,"1999-00","1990",Veteran
Kenny Anderson,"1999-00","1991",Veteran
Karl Malone,"1999-00","1985",Veteran
John Thomas,"1999-00","1997",Veteran
John Stockton,"1999-00","1984",Veteran
Jeff McInnis,"1999-00","1996",Veteran
Jelani McCoy,"1999-00","1998",Veteran
Jermaine O'Neal,"1999-00","1996",Veteran
Jerome Kersey,"1999-00","1984",Veteran
Jerome Williams,"1999-00","1996",Veteran
Jerry Stackhouse,"1999-00","1995",Veteran
Jim Jackson,"1999-00","1992",Veteran
Jim McIlvaine,"1999-00","1994",Veteran
Joe Kleine,"1999-00","1985",Veteran
Joe Smith,"1999-00","1995",Veteran
John Salley,"1999-00","1986",Veteran
Keon Clark,"1999-00","1998",Veteran
Kevin Garnett,"1999-00","1995",Veteran
Loy Vaught,"1999-00","1990",Veteran
Luc Longley,"1999-00","1991",Veteran
Lucious Harris,"1999-00","1993",Veteran
Malik Rose,"1999-00","1996",Veteran
Malik Sealy,"1999-00","1992",Veteran
Marcus Brown,"1999-00","1996",Veteran
Marcus Camby,"1999-00","1996",Veteran
Mark Bryant,"1999-00","1988",Veteran
Mark Davis,"1999-00","1995",Veteran
Mark Hendrickson,"1999-00","1996",Veteran
Mark Jackson,"1999-00","1987",Veteran
Mark West,"1999-00","1983",Veteran
Mario Elie,"1999-00","1985",Veteran
Lorenzen Wright,"1999-00","1996",Veteran
Lindsey Hunter,"1999-00","1993",Veteran
Kevin Willis,"1999-00","1984",Veteran
Khalid Reeves,"1999-00","1994",Veteran
Kobe Bryant,"1999-00","1996",Veteran
Kurt Thomas,"1999-00","1995",Veteran
LaPhonso Ellis,"1999-00","1992",Veteran
Lamond Murray,"1999-00","1994",Veteran
Larry Hughes,"1999-00","1998",Veteran
Larry Johnson,"1999-00","1991",Veteran
Latrell Sprewell,"1999-00","1992",Veteran
Lawrence Funderburke,"1999-00","1994",Veteran
Kevin Johnson,"1999-00","1987",Veteran
Kerry Kittles,"1999-00","1996",Veteran
Patrick Ewing,"1999-00","1985",Veteran
Tony Battie,"1999-00","1997",Veteran
Toni Kukoc,"1999-00","1990",Veteran
Tom Hammonds,"1999-00","1989",Veteran
Todd Fuller,"1999-00","1996",Veteran
Todd Day,"1999-00","1992",Veteran
Toby Bailey,"1999-00","1998",Veteran
Tim Thomas,"1999-00","1997",Veteran
Tim Hardaway,"1999-00","1989",Veteran
Tim Duncan,"1999-00","1997",Veteran
Theo Ratliff,"1999-00","1995",Veteran
Terry Porter,"1999-00","1985",Veteran
Terry Mills,"1999-00","1990",Veteran
Terry Cummings,"1999-00","1982",Veteran
Terrell Brandon,"1999-00","1991",Veteran
Tariq Abdul-Wahad,"1999-00","1997",Veteran
Steven Smith,"1999-00","1991",Veteran
Steve Nash,"1999-00","1996",Veteran
Steve Kerr,"1999-00","1988",Veteran
Stephon Marbury,"1999-00","1996",Veteran
Stanley Roberts,"1999-00","1991",Veteran
Stacey Augmon,"1999-00","1991",Veteran
Tony Delk,"1999-00","1996",Veteran
Sherman Douglas,"1999-00","1989",Veteran
Tracy McGrady,"1999-00","1997",Veteran
Zan Tabak,"1999-00","1991",Veteran
Will Perdue,"1999-00","1988",Veteran
Wesley Person,"1999-00","1994",Veteran
Walter McCarty,"1999-00","1996",Veteran
Walt Williams,"1999-00","1992",Veteran
Voshon Lenard,"1999-00","1994",Veteran
Vladimir Stepania,"1999-00","1998",Veteran
Vlade Divac,"1999-00","1989",Veteran
Vitaly Potapenko,"1999-00","1996",Veteran
Vinny Del Negro,"1999-00","1988",Veteran
Vince Carter,"1999-00","1998",Veteran
Vin Baker,"1999-00","1993",Veteran
Vernon Maxwell,"1999-00","1988",Veteran
Tyronn Lue,"1999-00","1998",Veteran
Tyrone Hill,"1999-00","1990",Veteran
Tyrone Corbin,"1999-00","1985",Veteran
Travis Knight,"1999-00","1996",Veteran
Travis Best,"1999-00","1995",Veteran
Tracy Murray,"1999-00","1992",Veteran
Tony Massenburg,"1999-00","1990",Veteran
Shawn Kemp,"1999-00","1989",Veteran
Shawn Bradley,"1999-00","1993",Veteran
Robert Horry,"1999-00","1992",Veteran
Rik Smits,"1999-00","1988",Veteran
Ricky Davis,"1999-00","1998",Veteran
Rick Fox,"1999-00","1991",Veteran
Rex Walters,"1999-00","1993",Veteran
Rex Chapman,"1999-00","1988",Veteran
Reggie Miller,"1999-00","1987",Veteran
Ray Allen,"1999-00","1996",Veteran
Rasho Nesterovic,"1999-00","1998",Veteran
Rasheed Wallace,"1999-00","1995",Veteran
Rashard Lewis,"1999-00","1998",Veteran
Randy Livingston,"1999-00","1996",Veteran
Randy Brown,"1999-00","1991",Veteran
Rafer Alston,"1999-00","1998",Veteran
Raef LaFrentz,"1999-00","1998",Veteran
Popeye Jones,"1999-00","1992",Veteran
Pete Chilcutt,"1999-00","1991",Veteran
Pervis Ellison,"1999-00","1989",Veteran
Peja Stojakovic,"1999-00","1996",Veteran
Paul Pierce,"1999-00","1998",Veteran
Robert Traylor,"1999-00","1998",Veteran
Rod Strickland,"1999-00","1988",Veteran
Rodney Rogers,"1999-00","1993",Veteran
Shareef Abdur-Rahim,"1999-00","1996",Veteran
Shaquille O'Neal,"1999-00","1992",Veteran
Shandon Anderson,"1999-00","1996",Veteran
Shammond Williams,"1999-00","1998",Veteran
Sean Rooks,"1999-00","1992",Veteran
Sean Marks,"1999-00","1998",Veteran
Sean Elliott,"1999-00","1989",Veteran
Scottie Pippen,"1999-00","1987",Veteran
Scott Burrell,"1999-00","1993",Veteran
Scot Pollard,"1999-00","1997",Veteran
Samaki Walker,"1999-00","1996",Veteran
Pat Garrity,"1999-00","1998",Veteran
Sam Perkins,"1999-00","1984",Veteran
Sam Jacobson,"1999-00","1998",Veteran
